,year,month,day,time,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
64,2011,1,3,19,1,0,1,1,0.18367346938775508,0.2711712719543573,0.47,0.0,8,102,110
65,2011,1,3,20,1,0,1,1,0.18367346938775508,0.23727486296006264,0.47,0.12284001410603033,3,49,52
66,2011,1,3,21,1,0,1,1,0.16326530612244897,0.20337845396576798,0.64,0.15786998942047728,3,49,52
67,2011,1,3,22,1,0,1,1,0.12244897959183673,0.15247790580601858,0.69,0.15786998942047728,0,20,20
68,2011,1,3,23,1,0,1,1,0.16326530612244897,0.2202707237946079,0.55,0.12284001410603033,1,11,12
69,2011,1,4,0,1,0,1,1,0.14285714285714285,0.18637431480031325,0.55,0.12284001410603033,0,5,5
70,2011,1,4,1,1,0,1,1,0.14285714285714285,0.18637431480031325,0.59,0.12284001410603033,0,2,2
71,2011,1,4,2,1,0,1,1,0.12244897959183673,0.15247790580601858,0.63,0.15786998942047728,0,1,1
72,2011,1,4,4,1,0,1,1,0.12244897959183673,0.18637431480031325,0.63,0.10532502644880687,0,2,2
73,2011,1,4,5,1,0,1,1,0.1020408163265306,0.15247790580601858,0.68,0.12284001410603033,0,4,4
74,2011,1,4,6,1,0,1,1,0.1020408163265306,0.15247790580601858,0.74,0.12284001410603033,0,36,36
75,2011,1,4,7,1,0,1,1,0.1020408163265306,0.15247790580601858,0.74,0.15786998942047728,2,92,94
76,2011,1,4,8,1,0,1,1,0.12244897959183673,0.15247790580601858,0.69,0.19301751498765723,2,177,179
77,2011,1,4,9,1,0,1,1,0.14285714285714285,0.15247790580601858,0.64,0.2631950158692841,2,98,100
78,2011,1,4,10,1,0,1,2,0.14285714285714285,0.13558563597717865,0.69,0.38603502997531447,5,37,42
79,2011,1,4,11,1,0,1,1,0.2040816326530612,0.2202707237946079,0.51,0.35088750440813454,7,50,57
80,2011,1,4,12,1,0,1,1,0.2040816326530612,0.23727486296006264,0.51,0.19301751498765723,12,66,78
81,2011,1,4,13,1,0,1,1,0.22448979591836735,0.23727486296006264,0.56,0.22804749030210414,18,79,97
82,2011,1,4,14,1,0,1,1,0.24489795918367346,0.2711712719543573,0.52,0.2631950158692841,9,54,63
83,2011,1,4,15,1,0,1,1,0.2653061224489796,0.2880635417831972,0.52,0.2982249911837311,17,48,65
84,2011,1,4,16,1,0,1,1,0.28571428571428575,0.30506768094865194,0.49,0.2982249911837311,15,68,83
85,2011,1,4,17,1,0,1,1,0.2653061224489796,0.2880635417831972,0.48,0.2631950158692841,10,202,212
86,2011,1,4,18,1,0,1,1,0.24489795918367346,0.2711712719543573,0.48,0.22804749030210414,3,179,182
87,2011,1,4,19,1,0,1,1,0.22448979591836735,0.2711712719543573,0.48,0.12284001410603033,2,110,112
88,2011,1,4,20,1,0,1,1,0.22448979591836735,0.2711712719543573,0.48,0.12284001410603033,1,53,54
89,2011,1,4,21,1,0,1,1,0.2040816326530612,0.2880635417831972,0.64,0.0,0,48,48
90,2011,1,4,22,1,0,1,1,0.2040816326530612,0.2711712719543573,0.64,0.10532502644880687,1,34,35
91,2011,1,4,23,1,0,1,1,0.18367346938775508,0.23727486296006264,0.69,0.10532502644880687,2,9,11
92,2011,1,5,0,1,0,1,1,0.18367346938775508,0.2711712719543573,0.64,0.0,0,6,6
93,2011,1,5,1,1,0,1,1,0.14285714285714285,0.20337845396576798,0.74,0.10532502644880687,0,6,6
94,2011,1,5,2,1,0,1,1,0.14285714285714285,0.20337845396576798,0.74,0.10532502644880687,0,2,2
95,2011,1,5,4,1,0,1,1,0.22448979591836735,0.23727486296006264,0.48,0.2631950158692841,0,2,2
96,2011,1,5,5,1,0,1,1,0.2040816326530612,0.23727486296006264,0.47,0.19301751498765723,0,3,3
97,2011,1,5,6,1,0,1,1,0.18367346938775508,0.20337845396576798,0.47,0.2631950158692841,0,33,33
98,2011,1,5,7,1,0,1,1,0.16326530612244897,0.18637431480031325,0.43,0.22804749030210414,1,87,88
99,2011,1,5,8,1,0,1,1,0.18367346938775508,0.18637431480031325,0.4,0.35088750440813454,3,192,195
100,2011,1,5,9,1,0,1,1,0.2040816326530612,0.20337845396576798,0.37,0.38603502997531447,6,109,115
101,2011,1,5,10,1,0,1,1,0.2040816326530612,0.20337845396576798,0.37,0.38603502997531447,4,53,57
102,2011,1,5,11,1,0,1,1,0.24489795918367346,0.23727486296006264,0.33,0.38603502997531447,12,34,46
103,2011,1,5,12,1,0,1,1,0.24489795918367346,0.23727486296006264,0.33,0.38603502997531447,5,74,79
104,2011,1,5,13,1,0,1,1,0.2653061224489796,0.2711712719543573,0.3,0.35088750440813454,6,65,71
105,2011,1,5,14,1,0,1,1,0.28571428571428575,0.30506768094865194,0.28,0.22804749030210414,10,52,62
106,2011,1,5,15,1,0,1,1,0.28571428571428575,0.30506768094865194,0.28,0.22804749030210414,7,55,62
107,2011,1,5,16,1,0,1,1,0.28571428571428575,0.33896408994294663,0.28,0.10532502644880687,4,85,89
108,2011,1,5,17,1,0,1,1,0.22448979591836735,0.23727486296006264,0.38,0.22804749030210414,4,186,190
109,2011,1,5,18,1,0,1,1,0.22448979591836735,0.25416713278890257,0.38,0.15786998942047728,3,166,169
110,2011,1,5,19,1,0,1,1,0.22448979591836735,0.2711712719543573,0.38,0.12284001410603033,5,127,132
111,2011,1,5,20,1,0,1,1,0.2040816326530612,0.23727486296006264,0.47,0.19301751498765723,7,82,89
112,2011,1,5,21,1,0,1,1,0.18367346938775508,0.20337845396576798,0.51,0.22804749030210414,3,40,43
113,2011,1,5,22,1,0,1,1,0.16326530612244897,0.20337845396576798,0.55,0.15786998942047728,1,41,42
114,2011,1,5,23,1,0,1,1,0.18367346938775508,0.2711712719543573,0.47,0.0,1,18,19
115,2011,1,6,0,1,0,1,1,0.16326530612244897,0.25416713278890257,0.55,0.0,0,11,11
116,2011,1,6,1,1,0,1,1,0.14285714285714285,0.23727486296006264,0.64,0.0,0,4,4
117,2011,1,6,2,1,0,1,1,0.14285714285714285,0.23727486296006264,0.64,0.0,0,2,2
118,2011,1,6,4,1,0,1,2,0.14285714285714285,0.20337845396576798,0.64,0.10532502644880687,0,1,1
119,2011,1,6,5,1,0,1,2,0.12244897959183673,0.18637431480031325,0.69,0.10532502644880687,0,4,4
120,2011,1,6,6,1,0,1,2,0.12244897959183673,0.16948204497147334,0.63,0.12284001410603033,0,36,36
121,2011,1,6,7,1,0,1,2,0.14285714285714285,0.23727486296006264,0.59,0.0,0,95,95
122,2011,1,6,8,1,0,1,1,0.14285714285714285,0.23727486296006264,0.59,0.0,3,216,219
123,2011,1,6,9,1,0,1,2,0.16326530612244897,0.25416713278890257,0.51,0.0,6,116,122
124,2011,1,6,10,1,0,1,1,0.18367346938775508,0.2711712719543573,0.47,0.0,3,42,45
125,2011,1,6,11,1,0,1,1,0.2040816326530612,0.2711712719543573,0.44,0.10532502644880687,2,57,59
126,2011,1,6,12,1,0,1,1,0.24489795918367346,0.30506768094865194,0.35,0.0,6,78,84
127,2011,1,6,13,1,0,1,1,0.24489795918367346,0.2880635417831972,0.35,0.12284001410603033,12,55,67
128,2011,1,6,14,1,0,1,1,0.2653061224489796,0.2880635417831972,0.36,0.19301751498765723,11,59,70
129,2011,1,6,15,1,0,1,1,0.2653061224489796,0.2880635417831972,0.36,0.0,8,54,62
130,2011,1,6,16,1,0,1,1,0.24489795918367346,0.2711712719543573,0.38,0.19301751498765723,12,74,86
131,2011,1,6,17,1,0,1,1,0.2040816326530612,0.23727486296006264,0.51,0.19301751498765723,9,163,172
132,2011,1,6,18,1,0,1,1,0.2040816326530612,0.23727486296006264,0.51,0.15786998942047728,5,158,163
133,2011,1,6,19,1,0,1,1,0.2040816326530612,0.2711712719543573,0.55,0.10532502644880687,3,109,112
134,2011,1,6,20,1,0,1,1,0.18367346938775508,0.2202707237946079,0.51,0.19301751498765723,3,66,69
135,2011,1,6,21,1,0,1,2,0.2040816326530612,0.2202707237946079,0.55,0.2631950158692841,0,48,48
136,2011,1,6,22,1,0,1,2,0.2040816326530612,0.2202707237946079,0.51,0.33337251675091106,1,51,52
137,2011,1,6,23,1,0,1,2,0.18367346938775508,0.20337845396576798,0.59,0.22804749030210414,4,19,23
138,2011,1,7,0,1,0,1,2,0.18367346938775508,0.20337845396576798,0.64,0.22804749030210414,4,13,17
139,2011,1,7,1,1,0,1,2,0.18367346938775508,0.20337845396576798,0.69,0.2631950158692841,2,5,7
140,2011,1,7,2,1,0,1,2,0.18367346938775508,0.20337845396576798,0.69,0.2631950158692841,0,1,1
141,2011,1,7,4,1,0,1,2,0.18367346938775508,0.2202707237946079,0.69,0.15786998942047728,0,1,1
142,2011,1,7,5,1,0,1,3,0.2040816326530612,0.2880635417831972,0.55,0.0,0,5,5
143,2011,1,7,6,1,0,1,2,0.18367346938775508,0.2711712719543573,0.69,0.0,8,26,34
144,2011,1,7,7,1,0,1,1,0.18367346938775508,0.2202707237946079,0.69,0.15786998942047728,8,76,84
145,2011,1,7,8,1,0,1,1,0.18367346938775508,0.20337845396576798,0.51,0.2982249911837311,20,190,210
146,2011,1,7,9,1,0,1,1,0.18367346938775508,0.18637431480031325,0.47,0.35088750440813454,9,125,134
147,2011,1,7,10,1,0,1,1,0.2040816326530612,0.20337845396576798,0.37,0.38603502997531447,16,47,63
148,2011,1,7,11,1,0,1,2,0.18367346938775508,0.20337845396576798,0.4,0.2631950158692841,19,48,67
149,2011,1,7,12,1,0,1,2,0.18367346938775508,0.20337845396576798,0.37,0.2982249911837311,9,50,59
150,2011,1,7,13,1,0,1,2,0.18367346938775508,0.18637431480031325,0.37,0.33337251675091106,9,64,73
151,2011,1,7,14,1,0,1,2,0.18367346938775508,0.20337845396576798,0.4,0.2982249911837311,7,43,50
152,2011,1,7,15,1,0,1,2,0.18367346938775508,0.2202707237946079,0.37,0.19301751498765723,9,63,72
153,2011,1,7,16,1,0,1,2,0.18367346938775508,0.2202707237946079,0.37,0.19301751498765723,5,82,87
154,2011,1,7,17,1,0,1,2,0.18367346938775508,0.2711712719543573,0.37,0.0,9,178,187
155,2011,1,7,18,1,0,1,1,0.18367346938775508,0.23727486296006264,0.4,0.10532502644880687,7,116,123
156,2011,1,7,19,1,0,1,1,0.14285714285714285,0.20337845396576798,0.55,0.10532502644880687,3,92,95
157,2011,1,7,20,1,0,1,1,0.16326530612244897,0.2202707237946079,0.47,0.12284001410603033,1,50,51
158,2011,1,7,21,1,0,1,1,0.16326530612244897,0.20337845396576798,0.47,0.15786998942047728,0,39,39
159,2011,1,7,22,1,0,1,2,0.16326530612244897,0.20337845396576798,0.43,0.19301751498765723,2,34,36
160,2011,1,7,23,1,0,1,2,0.16326530612244897,0.20337845396576798,0.51,0.19301751498765723,1,14,15
161,2011,1,8,0,1,0,0,2,0.16326530612244897,0.20337845396576798,0.51,0.19301751498765723,1,24,25
162,2011,1,8,1,1,0,0,2,0.16326530612244897,0.2202707237946079,0.55,0.10532502644880687,1,15,16
163,2011,1,8,2,1,0,0,2,0.16326530612244897,0.25416713278890257,0.55,0.0,3,13,16
164,2011,1,8,3,1,0,0,3,0.16326530612244897,0.20337845396576798,0.55,0.19301751498765723,0,7,7
165,2011,1,8,4,1,0,0,3,0.16326530612244897,0.20337845396576798,0.55,0.19301751498765723,0,1,1
166,2011,1,8,5,1,0,0,2,0.14285714285714285,0.16948204497147334,0.74,0.19301751498765723,0,5,5
167,2011,1,8,6,1,0,0,2,0.14285714285714285,0.16948204497147334,0.74,0.19301751498765723,0,2,2
168,2011,1,8,7,1,0,0,2,0.14285714285714285,0.18637431480031325,0.74,0.12284001410603033,1,8,9
169,2011,1,8,8,1,0,0,3,0.14285714285714285,0.18637431480031325,0.93,0.12284001410603033,0,15,15
170,2011,1,8,9,1,0,0,3,0.14285714285714285,0.18637431480031325,0.93,0.12284001410603033,0,20,20
171,2011,1,8,10,1,0,0,2,0.16326530612244897,0.20337845396576798,0.8,0.19301751498765723,5,56,61
172,2011,1,8,11,1,0,0,2,0.18367346938775508,0.18637431480031325,0.69,0.4562125308569414,2,60,62
173,2011,1,8,12,1,0,0,2,0.18367346938775508,0.18637431480031325,0.59,0.42106500528976143,8,90,98
174,2011,1,8,13,1,0,0,1,0.18367346938775508,0.18637431480031325,0.44,0.38603502997531447,7,95,102
175,2011,1,8,14,1,0,0,1,0.18367346938775508,0.16948204497147334,0.32,0.5789349947102387,12,83,95
176,2011,1,8,15,1,0,0,1,0.18367346938775508,0.16948204497147334,0.32,0.5263900317385682,5,69,74
177,2011,1,8,16,1,0,0,1,0.16326530612244897,0.13558563597717865,0.29,0.5263900317385682,8,68,76
178,2011,1,8,17,1,0,0,1,0.14285714285714285,0.1185814968117239,0.37,0.6491124955918656,5,64,69
179,2011,1,8,18,1,0,0,1,0.12244897959183673,0.1185814968117239,0.39,0.35088750440813454,3,52,55
180,2011,1,8,19,1,0,0,1,0.12244897959183673,0.1185814968117239,0.36,0.2982249911837311,4,26,30
181,2011,1,8,20,1,0,0,1,0.1020408163265306,0.1185814968117239,0.36,0.2982249911837311,0,28,28
182,2011,1,8,21,1,0,0,1,0.1020408163265306,0.10168922698288399,0.39,0.42106500528976143,2,35,37
183,2011,1,8,22,1,0,0,1,0.1020408163265306,0.10168922698288399,0.36,0.4562125308569414,1,33,34
184,2011,1,8,23,1,0,0,1,0.08163265306122448,0.05078867882313457,0.39,0.5263900317385682,0,22,22
185,2011,1,9,0,1,0,0,1,0.08163265306122448,0.06779281798858933,0.42,0.4562125308569414,1,24,25
186,2011,1,9,1,1,0,0,1,0.08163265306122448,0.05078867882313457,0.42,0.5439050193957917,0,12,12
187,2011,1,9,2,1,0,0,1,0.08163265306122448,0.05078867882313457,0.46,0.5439050193957917,0,11,11
188,2011,1,9,3,1,0,0,1,0.08163265306122448,0.06779281798858933,0.46,0.4912425061713883,0,4,4
189,2011,1,9,4,1,0,0,1,0.061224489795918366,0.08468508781742924,0.53,0.22804749030210414,0,1,1
190,2011,1,9,5,1,0,0,1,0.061224489795918366,0.08468508781742924,0.53,0.22804749030210414,0,1,1
191,2011,1,9,6,1,0,0,1,0.08163265306122448,0.08468508781742924,0.49,0.33337251675091106,0,1,1
192,2011,1,9,7,1,0,0,1,0.061224489795918366,0.08468508781742924,0.53,0.22804749030210414,1,5,6
193,2011,1,9,8,1,0,0,1,0.08163265306122448,0.08468508781742924,0.49,0.33337251675091106,0,10,10
194,2011,1,9,9,1,0,0,1,0.1020408163265306,0.06779281798858933,0.46,0.6140825202774186,0,19,19
195,2011,1,9,10,1,0,0,1,0.12244897959183673,0.10168922698288399,0.43,0.4562125308569414,0,49,49
196,2011,1,9,11,1,0,0,1,0.14285714285714285,0.1185814968117239,0.4,0.6140825202774186,2,47,49
197,2011,1,9,12,1,0,0,1,0.16326530612244897,0.13558563597717865,0.37,0.5263900317385682,4,79,83
198,2011,1,9,13,1,0,0,1,0.18367346938775508,0.16948204497147334,0.34,0.5263900317385682,6,69,75
199,2011,1,9,14,1,0,0,1,0.2040816326530612,0.18637431480031325,0.32,0.5439050193957917,8,64,72
200,2011,1,9,15,1,0,0,1,0.2040816326530612,0.20337845396576798,0.35,0.42106500528976143,5,77,82
201,2011,1,9,16,1,0,0,1,0.18367346938775508,0.16948204497147334,0.34,0.5263900317385682,13,79,92
202,2011,1,9,17,1,0,0,1,0.16326530612244897,0.15247790580601858,0.37,0.4562125308569414,3,59,62
203,2011,1,9,18,1,0,0,1,0.14285714285714285,0.13558563597717865,0.4,0.38603502997531447,4,44,48
204,2011,1,9,19,1,0,0,1,0.14285714285714285,0.13558563597717865,0.43,0.38603502997531447,1,40,41
205,2011,1,9,20,1,0,0,1,0.12244897959183673,0.1185814968117239,0.46,0.2982249911837311,0,38,38
206,2011,1,9,21,1,0,0,1,0.12244897959183673,0.10168922698288399,0.46,0.4912425061713883,1,19,20
207,2011,1,9,22,1,0,0,1,0.12244897959183673,0.1185814968117239,0.46,0.35088750440813454,5,10,15
208,2011,1,9,23,1,0,0,1,0.1020408163265306,0.13558563597717865,0.5,0.22804749030210414,0,6,6
209,2011,1,10,0,1,0,1,1,0.1020408163265306,0.1185814968117239,0.5,0.33337251675091106,2,3,5
210,2011,1,10,1,1,0,1,1,0.1020408163265306,0.1185814968117239,0.5,0.33337251675091106,1,0,1
211,2011,1,10,2,1,0,1,1,0.1020408163265306,0.1185814968117239,0.5,0.2631950158692841,0,3,3
212,2011,1,10,3,1,0,1,1,0.1020408163265306,0.1185814968117239,0.5,0.2631950158692841,0,1,1
213,2011,1,10,4,1,0,1,1,0.08163265306122448,0.1185814968117239,0.54,0.15786998942047728,1,2,3
214,2011,1,10,5,1,0,1,1,0.08163265306122448,0.10168922698288399,0.54,0.2982249911837311,0,3,3
215,2011,1,10,6,1,0,1,1,0.1020408163265306,0.1185814968117239,0.5,0.33337251675091106,0,31,31
216,2011,1,10,7,1,0,1,1,0.1020408163265306,0.1185814968117239,0.5,0.2631950158692841,2,75,77
217,2011,1,10,8,1,0,1,2,0.1020408163265306,0.1185814968117239,0.5,0.33337251675091106,4,184,188
218,2011,1,10,9,1,0,1,2,0.12244897959183673,0.1185814968117239,0.5,0.2982249911837311,2,92,94
219,2011,1,10,10,1,0,1,2,0.12244897959183673,0.1185814968117239,0.5,0.35088750440813454,0,31,31
220,2011,1,10,11,1,0,1,2,0.14285714285714285,0.13558563597717865,0.47,0.33337251675091106,2,28,30
221,2011,1,10,12,1,0,1,2,0.18367346938775508,0.18637431480031325,0.4,0.33337251675091106,5,47,52
222,2011,1,10,13,1,0,1,2,0.18367346938775508,0.18637431480031325,0.4,0.33337251675091106,4,50,54
223,2011,1,10,14,1,0,1,2,0.18367346938775508,0.20337845396576798,0.4,0.2631950158692841,0,47,47
224,2011,1,10,15,1,0,1,2,0.18367346938775508,0.20337845396576798,0.4,0.2631950158692841,2,43,45
225,2011,1,10,16,1,0,1,1,0.18367346938775508,0.2202707237946079,0.4,0.15786998942047728,4,70,74
226,2011,1,10,17,1,0,1,1,0.18367346938775508,0.23727486296006264,0.4,0.12284001410603033,4,174,178
227,2011,1,10,18,1,0,1,1,0.18367346938775508,0.20337845396576798,0.4,0.2631950158692841,1,154,155
228,2011,1,10,19,1,0,1,1,0.14285714285714285,0.16948204497147334,0.47,0.19301751498765723,3,92,95
229,2011,1,10,20,1,0,1,1,0.14285714285714285,0.16948204497147334,0.5,0.19301751498765723,1,73,74
230,2011,1,10,21,1,0,1,1,0.12244897959183673,0.13558563597717865,0.59,0.22804749030210414,1,37,38
231,2011,1,10,22,1,0,1,1,0.12244897959183673,0.15247790580601858,0.59,0.19301751498765723,2,22,24
232,2011,1,10,23,1,0,1,1,0.12244897959183673,0.15247790580601858,0.59,0.19301751498765723,0,18,18
233,2011,1,11,0,1,0,1,1,0.12244897959183673,0.16948204497147334,0.59,0.12284001410603033,2,10,12
234,2011,1,11,1,1,0,1,1,0.12244897959183673,0.15247790580601858,0.59,0.19301751498765723,0,3,3
235,2011,1,11,2,1,0,1,2,0.14285714285714285,0.15247790580601858,0.55,0.22804749030210414,0,3,3
236,2011,1,11,5,1,0,1,2,0.14285714285714285,0.18637431480031325,0.55,0.15786998942047728,0,6,6
237,2011,1,11,6,1,0,1,2,0.14285714285714285,0.18637431480031325,0.55,0.15786998942047728,0,27,27
238,2011,1,11,7,1,0,1,2,0.14285714285714285,0.23727486296006264,0.55,0.0,2,97,99
239,2011,1,11,8,1,0,1,2,0.16326530612244897,0.2202707237946079,0.51,0.10532502644880687,3,214,217
240,2011,1,11,9,1,0,1,2,0.16326530612244897,0.20337845396576798,0.51,0.19301751498765723,3,127,130
241,2011,1,11,10,1,0,1,2,0.18367346938775508,0.2202707237946079,0.51,0.19301751498765723,3,51,54
242,2011,1,11,11,1,0,1,2,0.18367346938775508,0.2202707237946079,0.47,0.15786998942047728,4,31,35
243,2011,1,11,12,1,0,1,2,0.18367346938775508,0.23727486296006264,0.51,0.12284001410603033,2,55,57
244,2011,1,11,13,1,0,1,2,0.18367346938775508,0.23727486296006264,0.59,0.10532502644880687,6,46,52
245,2011,1,11,14,1,0,1,2,0.18367346938775508,0.23727486296006264,0.59,0.10532502644880687,3,60,63
246,2011,1,11,15,1,0,1,2,0.14285714285714285,0.20337845396576798,0.8,0.10532502644880687,2,45,47
247,2011,1,11,16,1,0,1,2,0.14285714285714285,0.15247790580601858,0.86,0.2631950158692841,4,72,76
248,2011,1,11,17,1,0,1,2,0.14285714285714285,0.15247790580601858,0.86,0.2631950158692841,6,130,136
249,2011,1,11,18,1,0,1,3,0.14285714285714285,0.18637431480031325,0.93,0.12284001410603033,1,94,95
